Country or Area,Item,Year,Value
Turkiye,Industry (including construction), value added (% of GDP),1965,19.3129062209842
Turkiye,Industry (including construction), value added (% of GDP),1966,19.6217494089835
Turkiye,Industry (including construction), value added (% of GDP),1967,20.4545454545455
Turkiye,Industry (including construction), value added (% of GDP),1968,21.4603174603175
Turkiye,Industry (including construction), value added (% of GDP),1969,22.0890410958904
Turkiye,Industry (including construction), value added (% of GDP),1970,21.9338422391858
Turkiye,Industry (including construction), value added (% of GDP),1971,22.7216494845361
Turkiye,Industry (including construction), value added (% of GDP),1972,23.728813559322
Turkiye,Industry (including construction), value added (% of GDP),1973,23.7087912087912
Turkiye,Industry (including construction), value added (% of GDP),1974,22.5494150867285
Turkiye,Industry (including construction), value added (% of GDP),1975,22.5566242631089
Turkiye,Industry (including construction), value added (% of GDP),1976,23.9067055393586
Turkiye,Industry (including construction), value added (% of GDP),1977,23.3835084729717
Turkiye,Industry (including construction), value added (% of GDP),1978,22.9154813831468
Turkiye,Industry (including construction), value added (% of GDP),1979,25.6434253626579
Turkiye,Industry (including construction), value added (% of GDP),1980,23.494436584713
Turkiye,Industry (including construction), value added (% of GDP),1981,26.6940893557777
Turkiye,Industry (including construction), value added (% of GDP),1982,27.7825432225844
Turkiye,Industry (including construction), value added (% of GDP),1983,26.629176314919
Turkiye,Industry (including construction), value added (% of GDP),1984,25.6233776270508
Turkiye,Industry (including construction), value added (% of GDP),1985,26.3660583265661
Turkiye,Industry (including construction), value added (% of GDP),1986,30.9878952922221
Turkiye,Industry (including construction), value added (% of GDP),1987,31.3937413261708
Turkiye,Industry (including construction), value added (% of GDP),1988,32.8205564734242
Turkiye,Industry (including construction), value added (% of GDP),1989,32.974711413978
Turkiye,Industry (including construction), value added (% of GDP),1990,31.0610690169089
Turkiye,Industry (including construction), value added (% of GDP),1991,31.5408458335271
Turkiye,Industry (including construction), value added (% of GDP),1992,31.1790632248246
Turkiye,Industry (including construction), value added (% of GDP),1993,29.8229835895656
Turkiye,Industry (including construction), value added (% of GDP),1994,32.0810894530806
Turkiye,Industry (including construction), value added (% of GDP),1995,32.0201334214309
Turkiye,Industry (including construction), value added (% of GDP),1996,30.6180467026302
Turkiye,Industry (including construction), value added (% of GDP),1997,30.779855912303
Turkiye,Industry (including construction), value added (% of GDP),1998,31.0354136220481
Turkiye,Industry (including construction), value added (% of GDP),1999,28.2861088812238
Turkiye,Industry (including construction), value added (% of GDP),2000,26.7974121691922
Turkiye,Industry (including construction), value added (% of GDP),2001,25.5036230941505
Turkiye,Industry (including construction), value added (% of GDP),2002,24.5917198534204
Turkiye,Industry (including construction), value added (% of GDP),2003,24.793687556953
Turkiye,Industry (including construction), value added (% of GDP),2004,25.106957159901
Turkiye,Industry (including construction), value added (% of GDP),2005,25.2372832993273
Turkiye,Industry (including construction), value added (% of GDP),2006,26.0338457311938
Turkiye,Industry (including construction), value added (% of GDP),2007,26.3739482496167
Turkiye,Industry (including construction), value added (% of GDP),2008,26.1477819657582
Turkiye,Industry (including construction), value added (% of GDP),2009,24.023846410786
Turkiye,Industry (including construction), value added (% of GDP),2010,24.4901518196324
Turkiye,Industry (including construction), value added (% of GDP),2011,26.8375169369019
Turkiye,Industry (including construction), value added (% of GDP),2012,26.6493473537611
Turkiye,Industry (including construction), value added (% of GDP),2013,27.6799921784829
Turkiye,Industry (including construction), value added (% of GDP),2014,28.1166611892662
Turkiye,Industry (including construction), value added (% of GDP),2015,27.8343492901217
Turkiye,Industry (including construction), value added (% of GDP),2016,28.0829597706854
Turkiye,Industry (including construction), value added (% of GDP),2017,29.1317212602651
Turkiye,Industry (including construction), value added (% of GDP),2018,29.4385940636494
Turkiye,Industry (including construction), value added (% of GDP),2019,27.3317017122106
Turkiye,Industry (including construction), value added (% of GDP),2020,28.0257662212334
Turkiye,Industry (including construction), value added (% of GDP),2021,31.1327995979131
Turkiye,Industry (including construction), value added (% of GDP),2022,31.2937674149947
Turkiye,Industry (including construction), value added (% of GDP),2023,
Tuvalu,Industry (including construction), value added (% of GDP),1960,
Tuvalu,Industry (including construction), value added (% of GDP),1961,
Tuvalu,Industry (including construction), value added (% of GDP),1962,
Tuvalu,Industry (including construction), value added (% of GDP),1963,
Tuvalu,Industry (including construction), value added (% of GDP),1964,
Tuvalu,Industry (including construction), value added (% of GDP),1965,
Tuvalu,Industry (including construction), value added (% of GDP),1966,
Tuvalu,Industry (including construction), value added (% of GDP),1967,
Tuvalu,Industry (including construction), value added (% of GDP),1968,
Tuvalu,Industry (including construction), value added (% of GDP),1969,
Tuvalu,Industry (including construction), value added (% of GDP),1970,
Tuvalu,Industry (including construction), value added (% of GDP),1971,
Tuvalu,Industry (including construction), value added (% of GDP),1972,
Tuvalu,Industry (including construction), value added (% of GDP),1973,
Tuvalu,Industry (including construction), value added (% of GDP),1974,
Tuvalu,Industry (including construction), value added (% of GDP),1975,
Tuvalu,Industry (including construction), value added (% of GDP),1976,
Tuvalu,Industry (including construction), value added (% of GDP),1977,
Tuvalu,Industry (including construction), value added (% of GDP),1978,
Tuvalu,Industry (including construction), value added (% of GDP),1979,
Tuvalu,Industry (including construction), value added (% of GDP),1980,
Tuvalu,Industry (including construction), value added (% of GDP),1981,
Tuvalu,Industry (including construction), value added (% of GDP),1982,
Tuvalu,Industry (including construction), value added (% of GDP),1983,
Tuvalu,Industry (including construction), value added (% of GDP),1984,
Tuvalu,Industry (including construction), value added (% of GDP),1985,
Tuvalu,Industry (including construction), value added (% of GDP),1986,
Tuvalu,Industry (including construction), value added (% of GDP),1987,
Tuvalu,Industry (including construction), value added (% of GDP),1988,
Tuvalu,Industry (including construction), value added (% of GDP),1989,
Tuvalu,Industry (including construction), value added (% of GDP),1990,14.5422379478107
Tuvalu,Industry (including construction), value added (% of GDP),1991,14.7217832487732
Tuvalu,Industry (including construction), value added (% of GDP),1992,20.4658525554048
Tuvalu,Industry (including construction), value added (% of GDP),1993,15.794676269152
Tuvalu,Industry (including construction), value added (% of GDP),1994,14.3375193069639
Tuvalu,Industry (including construction), value added (% of GDP),1995,13.977410246067
Tuvalu,Industry (including construction), value added (% of GDP),1996,11.2429977097832
Tuvalu,Industry (including construction), value added (% of GDP),1997,13.2628614169179
Tuvalu,Industry (including construction), value added (% of GDP),1998,13.6983198408478
Tuvalu,Industry (including construction), value added (% of GDP),1999,14.3223482937913
Tuvalu,Industry (including construction), value added (% of GDP),2000,6.24423076923077
Tuvalu,Industry (including construction), value added (% of GDP),2001,7.41518518518519
Tuvalu,Industry (including construction), value added (% of GDP),2002,7.35032258064516
Tuvalu,Industry (including construction), value added (% of GDP),2003,9.54133333333333
Tuvalu,Industry (including construction), value added (% of GDP),2004,8.99612903225806
Tuvalu,Industry (including construction), value added (% of GDP),2005,7.41766666666667
Tuvalu,Industry (including construction), value added (% of GDP),2006,5.403125
Tuvalu,Industry (including construction), value added (% of GDP),2007,7.44117647058824
Tuvalu,Industry (including construction), value added (% of GDP),2008,12.2605263157895
Tuvalu,Industry (including construction), value added (% of GDP),2009,11.0388888888889
Tuvalu,Industry (including construction), value added (% of GDP),2010,5.52571428571429
Tuvalu,Industry (including construction), value added (% of GDP),2011,8.89210526315789
Tuvalu,Industry (including construction), value added (% of GDP),2012,7.635
Tuvalu,Industry (including construction), value added (% of GDP),2013,7.49075
Tuvalu,Industry (including construction), value added (% of GDP),2014,7.39348837209302
Tuvalu,Industry (including construction), value added (% of GDP),2015,7.01551020408163
Tuvalu,Industry (including construction), value added (% of GDP),2016,
